service_id,date,exception_type
IDFM:TN:5955366,20240629,1
IDFM:TN:5955715,20240613,1
IDFM:TN:5955715,20240612,1
IDFM:TN:5955715,20240611,1
IDFM:TN:5955715,20240621,2
IDFM:TN:5955716,20240607,1
IDFM:TN:5955716,20240614,1
IDFM:TN:5955716,20240613,1
IDFM:TN:5955716,20240612,1
IDFM:TN:5955716,20240611,1
IDFM:TN:5955716,20240629,2
IDFM:TN:5955728,20240613,1
IDFM:TN:5955728,20240612,1
IDFM:TN:5955728,20240611,1
IDFM:TN:5955728,20240610,1
IDFM:TN:5956004,20240616,1
IDFM:TN:5956004,20240622,2
IDFM:TN:5956053,20240616,2
IDFM:TN:5956053,20240622,1
IDFM:TN:5956090,20240629,1
IDFM:TN:5956090,20240628,1
IDFM:TN:5956477,20240613,1
IDFM:TN:5956477,20240612,1
IDFM:TN:5956477,20240611,1
IDFM:TN:5956477,20240610,1
IDFM:TN:5956477,20240628,2
IDFM:TN:5956833,20240628,1
IDFM:TN:5956833,20240625,2
IDFM:TN:5956833,20240624,2
IDFM:TN:5956836,20240613,1
IDFM:TN:5956836,20240612,1
IDFM:TN:5956836,20240621,2
IDFM:TN:5956836,20240618,2
IDFM:TN:5956836,20240617,2
IDFM:TN:5956894,20240607,1
IDFM:TN:5957423,20240625,2
IDFM:TN:5957423,20240624,2
IDFM:TN:5958400,20240608,1
IDFM:TN:5958402,20240614,2
IDFM:TN:5958402,20240627,1
IDFM:TN:5958402,20240626,1
IDFM:TN:5958402,20240625,1
IDFM:TN:5958402,20240624,1
IDFM:TN:5958402,20240704,1
IDFM:TN:5958402,20240703,1
IDFM:TN:5958402,20240702,1
IDFM:TN:5958402,20240701,1
IDFM:TN:5958439,20240614,1
IDFM:TN:5958919,20240622,2
IDFM:TN:5959554,20240614,2
IDFM:TN:5960381,20240613,1
IDFM:TN:5960381,20240612,1
IDFM:TN:5960381,20240611,1
IDFM:TN:5960381,20240621,2
IDFM:TN:5960381,20240617,2
IDFM:TN:5960381,20240627,1
IDFM:TN:5960381,20240626,1
IDFM:TN:5960381,20240625,1
IDFM:TN:5960873,20240621,1
IDFM:TN:5960873,20240617,1
IDFM:TN:5960873,20240627,2
IDFM:TN:5960873,20240626,2
IDFM:TN:5960873,20240625,2
IDFM:TN:5961504,20240620,2
IDFM:TN:5961504,20240619,2
IDFM:TN:5961504,20240618,2
IDFM:TN:5961504,20240617,2
IDFM:TN:5961509,20240621,2
IDFM:TN:5961676,20240617,1
IDFM:TN:5961676,20240627,2
IDFM:TN:5961676,20240626,2
IDFM:TN:5961676,20240625,2
IDFM:TN:5962287,20240630,2
IDFM:TN:5962296,20240613,1
IDFM:TN:5962296,20240612,1
IDFM:TN:5962296,20240611,1
IDFM:TN:5962296,20240610,1
IDFM:TN:5962296,20240620,1
IDFM:TN:5962296,20240619,1
IDFM:TN:5962296,20240618,1
IDFM:TN:5962296,20240617,1
IDFM:TN:5962298,20240704,1
IDFM:TN:5962298,20240703,1
IDFM:TN:5962298,20240702,1
IDFM:TN:5962340,20240629,2
IDFM:TN:5962341,20240630,2
IDFM:TN:5962489,20240621,2
IDFM:TN:5962489,20240620,2
IDFM:TN:5962489,20240617,2
IDFM:TN:5962489,20240628,2
IDFM:TN:5962489,20240627,2
IDFM:TN:5962489,20240624,2
IDFM:TN:5962489,20240703,1
IDFM:TN:5962491,20240620,1
IDFM:TN:5962491,20240617,1
IDFM:TN:5962492,20240626,1
IDFM:TN:5962492,20240625,1
IDFM:TN:5962498,20240627,2
IDFM:TN:5962498,20240626,2
IDFM:TN:5962498,20240625,2
IDFM:TN:5962523,20240610,1
IDFM:TN:5962523,20240621,2
IDFM:TN:5962523,20240620,2
IDFM:TN:5962523,20240619,2
IDFM:TN:5962523,20240618,2
IDFM:TN:5962523,20240701,1
IDFM:TN:5962526,20240613,1
IDFM:TN:5962526,20240612,1
IDFM:TN:5962526,20240611,1
IDFM:TN:5962526,20240622,1
IDFM:TN:5962526,20240620,1
IDFM:TN:5962526,20240619,1
IDFM:TN:5962526,20240618,1
IDFM:TN:5962531,20240621,1
IDFM:TN:5962531,20240620,1
IDFM:TN:5962531,20240619,1
IDFM:TN:5962531,20240618,1
IDFM:TN:5962537,20240629,1
IDFM:TN:5962537,20240628,1
IDFM:TN:5962537,20240701,1
IDFM:TN:5962546,20240613,1
IDFM:TN:5962546,20240612,1
IDFM:TN:5962546,20240611,1
IDFM:TN:5962546,20240620,1
IDFM:TN:5962546,20240619,1
IDFM:TN:5962546,20240618,1
IDFM:TN:5962550,20240628,1
IDFM:TN:5962550,20240701,1
IDFM:TN:5962590,20240701,1
IDFM:TN:5962616,20240613,1
IDFM:TN:5962616,20240623,1
IDFM:TN:5962616,20240622,1
IDFM:TN:5962616,20240620,1
IDFM:TN:5962616,20240619,1
IDFM:TN:5962616,20240618,1
IDFM:TN:5962628,20240630,1
IDFM:TN:5962628,20240629,1
IDFM:TN:5962628,20240628,1
IDFM:TN:5962628,20240701,1
IDFM:TN:5962635,20240610,1
IDFM:TN:5962635,20240620,1
IDFM:TN:5962635,20240619,1
IDFM:TN:5962635,20240628,2
IDFM:TN:5962635,20240704,1
IDFM:TN:5962635,20240703,1
IDFM:TN:5962669,20240619,1
IDFM:TN:5962669,20240617,2
IDFM:TN:5962669,20240626,1
IDFM:TN:5962672,20240617,1
IDFM:TN:5962672,20240619,2
IDFM:TN:5962672,20240626,2
IDFM:TN:5962678,20240613,1
IDFM:TN:5962678,20240612,1
IDFM:TN:5962678,20240611,1
IDFM:TN:5962678,20240623,1
IDFM:TN:5962678,20240620,1
IDFM:TN:5962678,20240619,1
IDFM:TN:5962678,20240618,1
IDFM:TN:5962680,20240630,1
IDFM:TN:5962680,20240628,1
IDFM:TN:5962680,20240701,1
IDFM:TN:5962691,20240624,2
IDFM:TN:5962743,20240616,2
IDFM:TN:5962809,20240612,1
IDFM:TN:5962809,20240616,2
IDFM:TN:5962809,20240615,2
IDFM:TN:5962809,20240618,2
IDFM:TN:5962809,20240626,1
IDFM:TN:5962810,20240612,1
IDFM:TN:5962810,20240615,2
IDFM:TN:5962810,20240626,1
IDFM:TN:5962850,20240618,1
IDFM:TN:5962850,20240626,2
IDFM:TN:5962886,20240704,1
IDFM:TN:5962886,20240703,1
IDFM:TN:5962886,20240702,1
IDFM:TN:5962886,20240701,1
IDFM:TN:5962931,20240630,1
IDFM:TN:5963125,20240615,1
IDFM:TN:5963125,20240629,1
IDFM:TN:5963191,20240623,2
IDFM:TN:5963191,20240622,2
IDFM:TN:5963191,20240624,2
IDFM:TN:5963195,20240623,2
IDFM:TN:5963195,20240622,2
IDFM:TN:5963195,20240621,2
IDFM:TN:5963197,20240623,2
IDFM:TN:5963197,20240624,2
IDFM:TN:5963231,20240623,2
IDFM:TN:5963231,20240624,2
IDFM:TN:5965994,20240621,2
IDFM:TN:5966381,20240621,2
IDFM:TN:5966474,20240617,2
IDFM:TN:5966841,20240621,2
IDFM:TN:5966859,20240622,2
IDFM:TN:5967044,20240616,1
IDFM:TN:5967044,20240622,2
IDFM:TN:5967049,20240615,1
IDFM:TN:5967049,20240621,2
IDFM:TN:5967574,20240614,1
IDFM:TN:5967574,20240620,2
IDFM:TN:5967574,20240619,2
IDFM:TN:5967574,20240618,2
IDFM:TN:5967574,20240617,2
IDFM:TN:5967574,20240627,2
IDFM:TN:5967574,20240626,2
IDFM:TN:5967574,20240625,2
IDFM:TN:5967574,20240624,2
IDFM:TN:5967623,20240612,1
IDFM:TN:5967623,20240611,1
IDFM:TN:5967623,20240610,1
IDFM:TN:5967623,20240615,2
IDFM:TN:5967623,20240619,1
IDFM:TN:5967623,20240618,1
IDFM:TN:5967623,20240617,1
IDFM:TN:5967639,20240628,1
IDFM:TN:5967639,20240625,1
IDFM:TN:5967639,20240624,1
IDFM:TN:5967639,20240704,1
IDFM:TN:5967639,20240703,1
IDFM:TN:5967712,20240704,1
IDFM:TN:5967712,20240703,1
IDFM:TN:5967712,20240702,1
IDFM:TN:5967712,20240701,1
IDFM:TN:5967724,20240614,1
IDFM:TN:5967724,20240612,1
IDFM:TN:5967724,20240621,1
IDFM:TN:5967724,20240619,1
IDFM:TN:5967724,20240625,2
IDFM:TN:5967724,20240624,2
IDFM:TN:5967799,20240612,1
IDFM:TN:5967799,20240626,1
IDFM:TN:5969160,20240621,1
IDFM:TN:5969355,20240621,1
IDFM:TN:5969505,20240607,1
IDFM:TN:5969511,20240608,1
IDFM:TN:5969511,20240615,1
IDFM:TN:5969513,20240614,1
IDFM:TN:5969513,20240628,1
IDFM:TN:5969536,20240607,1
IDFM:TN:5969536,20240614,1
IDFM:TN:5969536,20240613,1
IDFM:TN:5969536,20240612,1
IDFM:TN:5969536,20240611,1
IDFM:TN:5969661,20240616,2
IDFM:TN:5969693,20240608,1
IDFM:TN:5969771,20240608,1
IDFM:TN:5969829,20240609,1
IDFM:TN:5969829,20240608,1
IDFM:TN:5969830,20240618,2
IDFM:TN:5969830,20240625,2
IDFM:TN:5969891,20240609,1
IDFM:TN:5969919,20240607,1
IDFM:TN:5969919,20240614,1
IDFM:TN:5970005,20240630,1
IDFM:TN:5970064,20240614,1
IDFM:TN:5970064,20240620,2
IDFM:TN:5970064,20240619,2
IDFM:TN:5970064,20240618,2
IDFM:TN:5970064,20240628,1
IDFM:TN:5970194,20240615,1
IDFM:TN:5970194,20240629,1
IDFM:TN:5970212,20240614,2
IDFM:TN:5970212,20240620,1
IDFM:TN:5970212,20240619,1
IDFM:TN:5970212,20240618,1
IDFM:12533,20240607,1
IDFM:12533,20240606,1
IDFM:12533,20240605,1
IDFM:12533,20240614,1
IDFM:12533,20240613,1
IDFM:12533,20240612,1
IDFM:12533,20240611,1
IDFM:12533,20240610,1
IDFM:12533,20240622,1
IDFM:12533,20240629,1
IDFM:151280,20240621,1
IDFM:151280,20240704,1
IDFM:151280,20240703,1
IDFM:151280,20240702,1
IDFM:151280,20240701,1
IDFM:181721,20240630,1
IDFM:181721,20240629,1
IDFM:181721,20240704,1
IDFM:181721,20240703,1
IDFM:181721,20240702,1
IDFM:181721,20240701,1
IDFM:181729,20240629,1
IDFM:181729,20240704,1
IDFM:181729,20240703,1
IDFM:181729,20240702,1
IDFM:181729,20240701,1
IDFM:181972,20240630,1
IDFM:181972,20240704,1
IDFM:181972,20240703,1
IDFM:181972,20240702,1
IDFM:181972,20240701,1
IDFM:182131,20240621,1
IDFM:182131,20240630,1
IDFM:182131,20240629,1
IDFM:182321,20240621,1
IDFM:182321,20240630,1
IDFM:TN:5943611,20240607,1
IDFM:TN:5943611,20240612,1
IDFM:TN:5943611,20240620,1
IDFM:TN:5943611,20240624,1
IDFM:TN:5943687,20240609,1
IDFM:TN:5943687,20240610,1
IDFM:TN:5944081,20240609,1
IDFM:TN:5944081,20240622,1
IDFM:TN:5944380,20240607,1
IDFM:TN:5944380,20240615,1
IDFM:TN:5944380,20240614,1
IDFM:TN:5944380,20240613,1
IDFM:TN:5944380,20240612,1
IDFM:TN:5944380,20240611,1
IDFM:TN:5944380,20240629,1
IDFM:TN:5944380,20240704,1
IDFM:TN:5944380,20240703,1
IDFM:TN:5944380,20240702,1
IDFM:TN:5946228,20240609,1
IDFM:TN:5946228,20240608,1
IDFM:TN:5946228,20240621,1
IDFM:TN:5946562,20240608,1
IDFM:TN:5946562,20240621,1
IDFM:TN:5947347,20240609,1
IDFM:TN:5947347,20240610,1
IDFM:TN:5947347,20240617,1
IDFM:TN:5947347,20240630,1
IDFM:TN:5947860,20240623,1
IDFM:TN:5947860,20240624,1
IDFM:TN:5948246,20240623,1
IDFM:TN:5948246,20240622,1
IDFM:TN:5948246,20240624,1
IDFM:TN:5948753,20240609,1
IDFM:TN:5948753,20240608,1
IDFM:TN:5948753,20240607,1
IDFM:TN:5948753,20240610,1
IDFM:TN:5950808,20240607,1
IDFM:TN:5950808,20240704,1
IDFM:TN:5950808,20240703,1
IDFM:TN:5950808,20240702,1
IDFM:TN:5950808,20240701,1
IDFM:TN:5951738,20240621,1
IDFM:TN:5951738,20240619,1
IDFM:TN:5951738,20240618,1
IDFM:TN:5951738,20240701,1
IDFM:TN:5952477,20240616,1
IDFM:TN:5952477,20240617,1
IDFM:TN:5969403,20240621,1
IDFM:TN:5969403,20240624,1
IDFM:TN:5969955,20240609,1
IDFM:TN:5969955,20240704,1
IDFM:TN:5969955,20240703,1
IDFM:TN:5969955,20240702,1
IDFM:TN:5969955,20240701,1
